shipment_id,order_id,origin_warehouse_id,vehicle_id,shipped_at,expected_arrival,current_eta,status,distance_km
5758259e-3f10-46de-87bb-7482d99f94a1,e49adec4-8520-48ef-a315-976b4b329ac8,1,75d1840b-b656-4743-8915-3275e9c54317,2025-07-21 13:23:56.801850,2025-07-21 14:20:49.250237,2025-07-21 14:20:49.250237,delivered,37.92
aeab2109-a97d-4595-82e4-100709f27fc1,8cc3fc50-15ee-45dc-af59-7b1729b8857e,2,ee901bea-9249-4132-93c1-df62fc2afce6,2025-08-09 21:49:53.678004,2025-08-09 22:33:51.294977,2025-08-09 22:33:51.294977,delivered,29.31
7b4a2b86-50f4-432a-9b88-3af4f98dcfa0,29ec0ddf-ec14-4bb4-9c87-f87c1b8f500f,2,a5942f21-4ca6-4dbb-afe7-158157e12fbc,2025-07-31 22:14:15.523280,2025-07-31 23:36:11.510993,2025-07-31 23:30:11.510993,shipped,54.62
cc1e14ef-062b-417c-af3e-cbf033c6bcaa,63895b6a-4786-4648-b3dc-7aac4c28ed6a,1,4d576864-5664-4984-9385-27f16c4f9af4,2025-07-11 11:26:37.639066,2025-07-11 12:53:16.072040,2025-07-11 12:53:16.072040,delivered,57.76
d0f2f419-eb4a-4beb-983c-67c644a5abd8,3f9c5860-ffd7-4325-bdbb-1cb2c7d15ab5,2,b4b4ff2a-d1b0-40fa-bca4-96131ac61fe8,2025-09-29 04:33:14.631057,2025-09-29 05:06:44.138728,2025-09-29 05:06:44.138728,delivered,22.33
1cb5090e-3e92-4482-9670-110339bdead5,97faaed6-6b74-41ac-9ae1-59623fbb5784,2,7a2bec97-c1e4-48af-ade3-1c36ff6083a8,2025-07-16 15:14:45.169461,2025-07-16 17:01:41.399284,2025-07-16 17:01:41.399284,delivered,71.29
07397c01-753f-4efe-98f3-12c046c2360c,42ce2f0a-9b8f-42b5-986e-5ad83730c686,3,501290a0-2454-4c9f-9422-0b7bbb3637c7,2025-09-23 03:39:15.666174,2025-09-23 04:08:56.753714,2025-09-23 04:08:56.753714,delivered,19.79
afae5da4-ea29-48c8-9f98-87f8a30833cc,3986ef9e-5d11-4e30-8496-5d1dfc039d45,1,e21a0e7e-135e-4343-bf6a-8b942e081d9b,2025-07-13 21:00:23.588841,2025-07-13 23:09:27.157113,2025-07-13 23:09:27.157113,delivered,86.04
40885b21-c1ca-417c-bebd-5cfd67a291ff,f0f70a6e-ae25-4294-a20f-2e645a3c1fd8,3,bbd42c21-e6c5-4a3c-8c42-9c693522c75d,2025-09-18 23:42:53.153748,2025-09-19 01:10:42.203173,2025-09-19 01:10:42.203173,delivered,58.54
d06fdf8e-619a-4538-8dba-9932d7ed33f0,5f8e1e3f-a418-41cc-a229-079a1fdf02cc,3,b4b4ff2a-d1b0-40fa-bca4-96131ac61fe8,2025-09-04 22:00:28.582460,2025-09-04 23:53:51.728697,2025-09-04 23:56:51.728697,shipped,75.59
272dc78f-94b8-49b7-8310-917f69c400e5,8b178c97-7da1-40f5-b62e-e52c3bed5be2,3,5102357c-820f-422c-96ab-80ef0ea4af02,2025-09-16 22:52:21.073107,2025-09-17 00:18:24.608987,2025-09-17 00:18:24.608987,delivered,57.37
804c0f0f-9c01-4250-a232-dcffb3df5e2b,11477347-202b-4f78-b8be-d7f2074bf4d2,3,de3871e3-0b06-43fa-b40b-abf014f94c19,2025-08-09 08:04:18.247286,2025-08-09 09:12:03.638928,2025-08-09 09:12:03.638928,delivered,45.17
8f7f08f5-3cad-48cf-ace7-3c167d6290a3,530931d0-92d9-46e3-bee5-6432da43a16d,1,99dee64e-3700-4835-9a7e-6c9f45ceba3e,2025-08-28 14:10:27.166862,2025-08-28 16:04:59.146693,2025-08-28 16:04:59.146693,delivered,76.36
a4e83e8f-4e00-4ea5-bd96-d98496581ffb,ab32aeec-6353-419c-8816-a89476fcad55,1,1aae51c9-226b-479f-82dd-322761eae6e0,2025-07-28 21:51:47.803644,2025-07-28 22:55:53.002807,2025-07-28 22:55:53.002807,delivered,42.72
c82fd215-57d9-46c5-8567-c6d02e5f0f13,43ba5a84-d856-481d-9d6f-9ccf309a89b7,1,a5942f21-4ca6-4dbb-afe7-158157e12fbc,2025-07-21 06:01:33.492991,2025-07-21 07:05:16.789619,2025-07-21 07:05:16.789619,delivered,42.48
988e055b-6906-4bcb-ab9c-4491bcb11f70,5938f352-f6a7-488b-a436-963af0d90451,2,1aae51c9-226b-479f-82dd-322761eae6e0,2025-07-02 19:20:05.350711,2025-07-02 21:15:46.171496,2025-07-02 21:15:46.171496,delivered,77.12
de7eb337-7719-4581-a227-a24fc4b1888c,f21c574e-00e0-4566-9f45-fafa362d940a,2,97359822-96be-4858-9ebb-235e9c4d90aa,2025-07-19 08:50:05.852903,2025-07-19 11:15:21.699865,2025-07-19 11:15:21.699865,delivered,96.84
e5e17759-d4f3-46b6-aa21-b391bcc630c1,73add616-69a0-4db8-8526-6d603321aed3,3,854238b9-9eb8-4f15-b384-f384a874c8aa,2025-07-20 14:43:38.630804,2025-07-20 16:26:25.310940,2025-07-20 16:26:25.310940,delivered,68.52
66e6bbe4-75a1-4ce4-828f-63621bfeaffe,b010871b-fbcd-4ab5-9e41-186e08347386,3,49b9b32f-e7c3-4ecc-a73f-bd072c1a1274,2025-08-15 09:22:01.295292,2025-08-15 11:40:26.169651,2025-08-15 11:36:26.169651,shipped,92.28
b7692039-ce83-433a-8b7b-2eaae4470dca,2c222263-6e44-4f34-9c1f-411622334753,2,27cc89a2-a2bf-4d15-a000-0a4c1b6da42d,2025-07-03 20:47:03.884139,2025-07-03 21:40:29.111085,2025-07-03 21:40:29.111085,delivered,35.61
998ce187-0728-43e8-a1eb-34ae08635e5d,0fa94d10-9bfc-434b-869d-5d45ca4db84e,2,ee901bea-9249-4132-93c1-df62fc2afce6,2025-07-07 14:29:59.424795,2025-07-07 15:12:23.573712,2025-07-07 15:12:23.573712,delivered,28.27
7cfdd39b-1398-4bf9-91c2-628793898479,914986f7-5529-4e6a-acb1-7463edd49575,3,a5942f21-4ca6-4dbb-afe7-158157e12fbc,2025-09-17 07:10:25.818093,2025-09-17 09:15:39.090280,2025-09-17 09:15:39.090280,delivered,83.48
6478adb0-e1e0-472e-8277-037367122103,961e6230-7e69-4a18-b9fb-dcefe9b076e8,3,e21a0e7e-135e-4343-bf6a-8b942e081d9b,2025-07-16 10:02:58.066240,2025-07-16 11:31:36.045824,2025-07-16 11:31:36.045824,delivered,59.09
f1f83ae9-85be-471d-8a41-77e3c8525835,fcca21fb-93f5-4504-8f09-175dc16cbcaf,1,5d6a508d-46fc-4e1c-8415-03819de3ea7e,2025-07-04 08:01:38.737383,2025-07-04 09:02:55.313293,2025-07-04 09:02:55.313293,delivered,40.85
6ba67d02-e97d-430a-b585-92b478770085,0b82bbc3-3c55-4a77-9081-15b0d7000357,3,0ffceedb-bfef-46ca-86cb-1714f3769a04,2025-08-24 17:53:10.441679,2025-08-24 20:07:32.960551,2025-08-24 20:07:32.960551,delivered,89.58
350f30d0-add1-4e9a-97e9-2f1f22a31a1c,86ac4f0c-9095-485d-b6b1-bf64ff18f73d,2,e21a0e7e-135e-4343-bf6a-8b942e081d9b,2025-07-15 23:04:18.397672,2025-07-16 00:12:19.484483,2025-07-16 00:12:19.484483,delivered,45.35
23d41035-c2d9-4aaf-92b0-0f921721cd47,4abf6f3b-5b6b-47f5-a60f-d7bd277cf440,2,0a680f38-0932-49ec-af3c-a2d644314f16,2025-09-18 05:21:32.024087,2025-09-18 06:26:29.199443,2025-09-18 06:26:29.199443,delivered,43.3
5c860de6-ff5f-4d0d-b2d9-7cf29a15f0a6,249444de-417a-4390-8d2f-53d02fbf10e0,3,de3871e3-0b06-43fa-b40b-abf014f94c19,2025-07-15 19:48:01.253757,2025-07-15 20:39:33.825735,2025-07-15 20:39:33.825735,delivered,34.36
0315b525-2f10-46b9-b054-0a96ceb56157,79fe1e4c-cea4-428c-ad96-9c50ab7cd764,3,ed6b0653-f261-41b0-b581-4ef7af31723d,2025-09-08 18:36:15.947316,2025-09-08 19:51:05.252661,2025-09-08 19:51:05.252661,delivered,49.88
60368e6f-b9da-4de0-8684-f90928eeb503,f753b7e6-0552-4a41-82c1-0130918ea1c8,2,01bfaf9d-3462-404b-bd89-67dae121d09f,2025-09-07 18:46:06.179626,2025-09-07 20:27:47.554520,2025-09-07 20:27:47.554520,delivered,67.79
38c65296-4193-42e2-93bc-0c7a54f3e114,f442483b-b7fa-43d5-89de-0d327432a5fa,2,ce88819f-2726-4092-9f3e-dcbd44267ad7,2025-07-06 11:11:15.971345,2025-07-06 11:29:32.092055,2025-07-06 11:29:32.092055,delivered,12.18
d6d4d356-3a64-41bc-b492-bb9e2be045a1,a919bd6e-a08d-4f0f-b735-508d78e2c37e,1,755fba54-0d76-4258-849d-42cbde125bb0,2025-07-19 06:27:30.427497,2025-07-19 08:05:32.814981,2025-07-19 08:05:32.814981,delivered,65.36
31a48741-079b-4749-b140-e5d98643e58e,8e079af4-6cdc-43f4-ba59-27d789cc3283,3,b4b4ff2a-d1b0-40fa-bca4-96131ac61fe8,2025-08-31 21:42:48.871730,2025-08-31 22:52:44.023598,2025-08-31 22:52:44.023598,delivered,46.61
a5187bbb-b809-4448-92d2-9bbe5824d0da,bd283f57-03ae-4748-acd7-6adaaeebbde8,1,db0bddec-ff69-466f-ba83-3d6b4e235cfd,2025-09-13 10:09:55.855269,2025-09-13 10:22:46.843744,2025-09-13 10:22:46.843744,delivered,8.57
7c0bfd4f-a18d-4ebf-9925-cd16519925b9,a261d17a-6659-41f3-bcf3-40f7c2e2eea3,2,97359822-96be-4858-9ebb-235e9c4d90aa,2025-07-11 02:48:25.968460,2025-07-11 03:32:34.883866,2025-07-11 03:32:34.883866,delivered,29.43
0542dd21-07fb-403a-873d-be36438eb61d,c73a7539-48f3-478d-9354-afef0f1a853f,3,a5942f21-4ca6-4dbb-afe7-158157e12fbc,2025-08-02 15:24:10.494367,2025-08-02 17:08:57.248394,2025-08-02 17:08:57.248394,delivered,69.85
78455b43-cb8d-41fc-bdac-e874848127bc,ae858082-bb8f-472e-97e7-93547f5fd008,3,be46ceab-fe67-47bb-9de1-831d20fc683a,2025-07-04 01:24:04.258569,2025-07-04 03:44:42.908056,2025-07-04 03:44:42.908056,delivered,93.76
dd274c21-583c-40e6-838b-22e1459d3363,34409e45-e1f4-4a8a-947b-7fdc4673d0b5,2,212d0545-9ef3-484f-8734-adffbee56141,2025-08-22 15:56:30.336954,2025-08-22 17:05:42.822060,2025-08-22 17:05:42.822060,delivered,46.14
82113641-3b7e-4a55-aef0-92e3744b3054,37a0836b-d0e0-4613-bad3-0a002a20dd0a,1,d6d37bde-226c-4df1-8706-66cec2613a1e,2025-07-14 09:02:57.424443,2025-07-14 09:13:53.113727,2025-07-14 09:13:53.113727,delivered,7.29
adb2cddc-5ac9-4f04-891e-5dfb9888ee14,2d3b9853-98b0-4d99-b93f-a53e6871cd47,2,095480de-2e81-47bd-84f7-d694937d0060,2025-07-05 10:18:39.357252,2025-07-05 11:38:17.698269,2025-07-05 11:38:17.698269,delivered,53.09
03464707-99ea-4997-8922-e03c943187ea,0985a7a2-26b2-45a0-8c23-dd4b21acc7fd,1,7f04dfa4-8a8f-431a-a288-71453fc795f4,2025-09-08 07:43:53.762868,2025-09-08 09:56:29.496411,2025-09-08 09:54:29.496411,shipped,88.4
645d79cb-d4c0-4c5b-80f6-d65e20fe8c80,4c403991-e3fc-4fbf-bcbf-5d04e137cef4,3,f1c46455-879b-4356-9553-32ec0cd30bf3,2025-07-02 18:41:49.952548,2025-07-02 20:10:33.548443,2025-07-02 20:10:33.548443,delivered,59.15
07eda868-3872-488f-b7bc-23f1526bbf10,59f99186-8657-4ef6-884e-889adc1a6818,2,65f5bafc-d220-440c-9e7c-875ba1aee266,2025-07-22 04:52:57.624615,2025-07-22 06:34:51.115014,2025-07-22 06:34:51.115014,delivered,67.93
43905366-4f0e-4f38-846c-43e57c186a27,c010ec20-a1dd-4c71-a0fa-45ac9768bf57,2,ee901bea-9249-4132-93c1-df62fc2afce6,2025-07-20 03:31:47.274843,2025-07-20 05:00:49.362328,2025-07-20 05:00:49.362328,delivered,59.36
eb75ed89-ccd9-42dd-a290-5233f747e8ee,382261ad-76ef-479c-b7b5-24a0a43e00a8,2,bbd42c21-e6c5-4a3c-8c42-9c693522c75d,2025-08-24 16:10:21.010608,2025-08-24 17:16:44.578750,2025-08-24 17:16:44.578750,delivered,44.26
2df2faf7-6023-4c06-828c-807c3fc59bcd,ad23ef2d-4bc8-4798-97a0-edcd8c180b2b,3,212d0545-9ef3-484f-8734-adffbee56141,2025-07-22 02:42:25.622733,2025-07-22 04:11:51.074976,2025-07-22 04:11:51.074976,delivered,59.62
905de11d-b0e1-4838-afaf-290a4c7da889,db144e5c-820f-4923-a56a-963b0e6082ad,1,5e7e5b40-fb5c-4c87-b805-6b835771c300,2025-08-30 04:37:11.840944,2025-08-30 05:35:41.555232,2025-08-30 05:35:41.555232,delivered,39.0
d5de5c8f-0777-4579-a200-ccf0b006785e,c08e4214-13d4-49c1-a1a8-61fb4b5a2b27,1,4d576864-5664-4984-9385-27f16c4f9af4,2025-07-25 19:13:22.483966,2025-07-25 20:10:15.015324,2025-07-25 20:10:15.015324,delivered,37.92
9b58b2b3-c15f-407f-b484-99ac71928f0a,449f3e6b-65d7-48ec-802c-22a5b7e7af50,3,99dee64e-3700-4835-9a7e-6c9f45ceba3e,2025-07-31 21:39:04.501330,2025-07-31 23:27:26.259678,2025-07-31 23:27:26.259678,delivered,72.24
8c16f40e-b454-4b68-adb8-239ccf3ab8e5,2c1c1572-c9b3-47e1-9a36-f1efbe6fa2be,1,49b9b32f-e7c3-4ecc-a73f-bd072c1a1274,2025-07-07 17:58:19.795121,2025-07-07 19:55:39.901480,2025-07-07 19:55:39.901480,delivered,78.22
b827cd00-26be-49ad-8e03-76c1c231b1df,15eb9231-dc6e-4cb8-8c29-88df0bd18cda,2,ed6faa15-925d-43a1-a11f-4f037dbe3c90,2025-09-23 17:44:41.745891,2025-09-23 18:00:49.115433,2025-09-23 18:00:49.115433,delivered,10.75
280eb33a-824a-494c-b1bd-f094c27ed5cc,44e0d1d5-7652-41e8-bebe-90b12dcb3681,2,f9356505-54e7-4a4f-9c6e-ad55a0305563,2025-09-05 02:50:49.217105,2025-09-05 04:27:12.735319,2025-09-05 04:27:12.735319,delivered,64.26
7c765867-c1c9-4913-a5ce-0fea9904c185,88594fc1-3aa6-4912-bd70-7c01fc6fa1d1,2,ee901bea-9249-4132-93c1-df62fc2afce6,2025-07-26 13:40:06.099818,2025-07-26 13:52:08.891952,2025-07-26 13:52:08.891952,delivered,8.03
517b4742-97e4-4cce-bc74-04c9d30632b9,9e4d606c-329d-4797-b8fe-34780519e5f9,3,71f494b6-61b7-410c-896c-3bcb3e0dca27,2025-08-09 14:33:03.559560,2025-08-09 16:38:48.156698,2025-08-09 16:38:48.156698,delivered,83.83
c57a3c56-9def-4b23-98ef-cb4cc5b7cf80,e6e349e9-139f-4ed4-ae3b-1fb26d2ae634,2,71f494b6-61b7-410c-896c-3bcb3e0dca27,2025-07-04 13:10:48.252011,2025-07-04 14:51:12.359536,2025-07-04 14:49:12.359536,shipped,66.93
9fc3bf96-84b6-4323-bd1e-5cebe3adcc0d,25349b61-68e0-458a-bd4d-fe085d2bce8f,3,49b9b32f-e7c3-4ecc-a73f-bd072c1a1274,2025-08-11 10:46:31.352176,2025-08-11 12:48:56.244785,2025-08-11 12:48:56.244785,delivered,81.61
71ce94e8-1ad7-43e1-a7b5-baf45d57bdb0,9a661ef1-1a6f-4e7d-9a81-201dff0dbcd1,2,244618d2-3961-405f-bd8d-7d2b5a4ff4e7,2025-09-09 11:59:58.388046,2025-09-09 12:12:10.699059,2025-09-09 12:12:10.699059,delivered,8.14
7b77d98e-6457-4198-974b-a157147351f0,8fccc7f9-2411-4c4e-befa-083b1be6ee99,1,cca50ed8-0f70-4af4-a10e-b38bdea81c9f,2025-07-15 10:50:05.693240,2025-07-15 13:03:28.843800,2025-07-15 13:03:28.843800,delivered,88.92
2266361d-1c2c-473e-a826-d083df33e720,c88f6dfc-4c98-4aeb-9c67-1ae858f1be92,1,99dee64e-3700-4835-9a7e-6c9f45ceba3e,2025-08-18 01:54:12.270353,2025-08-18 03:16:50.828323,2025-08-18 03:16:50.828323,delivered,55.1
83b631f6-7946-429c-a799-d9d0a8a86575,be08bdd1-825b-4943-b95e-0798c26b6e8d,3,a5942f21-4ca6-4dbb-afe7-158157e12fbc,2025-07-07 13:37:13.424730,2025-07-07 14:38:48.453947,2025-07-07 14:41:48.453947,shipped,41.06
3e9ee8f1-5ce3-4bc0-af0f-f6cfa478420c,04289539-966d-439d-8297-6c34d114b045,2,cca50ed8-0f70-4af4-a10e-b38bdea81c9f,2025-07-04 18:48:05.423441,2025-07-04 20:27:10.997290,2025-07-04 20:27:10.997290,delivered,66.06
232de0b5-9ed9-477a-a3ab-0539d2286162,aea2fbd3-9061-40e9-949c-763706e7ae3c,3,1f4e0b86-b4a0-4cfd-a2b7-16612cb8e272,2025-07-31 14:21:29.593896,2025-07-31 15:14:39.145057,2025-07-31 15:14:39.145057,delivered,35.44
735f471c-6441-4864-b776-e90c94bf2d3e,83b2cc0c-daa8-4c21-b2ac-e3ed7270fbd8,3,49b9b32f-e7c3-4ecc-a73f-bd072c1a1274,2025-09-10 04:12:26.824182,2025-09-10 04:52:08.712720,2025-09-10 04:52:08.712720,delivered,26.47
2f303380-b278-4440-96a4-a382b0f62cc0,ee768cbf-5440-4017-a73e-1b0cb50cbc07,1,27395000-e905-40b3-a194-f4eb99f363dc,2025-08-06 04:29:26.808736,2025-08-06 05:49:42.047050,2025-08-06 06:05:42.047050,shipped,53.5
7d2d1148-51c2-4c2b-a845-fad48181da43,a05927a4-b8ea-40e2-97f1-bf1f17cff269,3,75d1840b-b656-4743-8915-3275e9c54317,2025-07-04 08:07:16.636278,2025-07-04 08:42:52.046001,2025-07-04 08:42:52.046001,delivered,23.73
ba4f4de2-7e78-4d2a-84db-dcc24fdbaad2,83b7178b-fc8d-4a98-b66a-2ce07b29ab9d,1,ed6b0653-f261-41b0-b581-4ef7af31723d,2025-07-19 15:12:22.767710,2025-07-19 17:13:17.807965,2025-07-19 17:13:17.807965,delivered,80.61
fd6d7406-41c4-4b32-9996-8fcef0457e1d,38833de5-dbbc-49de-8450-780332963f08,3,4d576864-5664-4984-9385-27f16c4f9af4,2025-08-17 10:07:55.305074,2025-08-17 10:49:07.813843,2025-08-17 10:30:07.813843,shipped,27.47
9cee5c4b-aed1-4295-a59a-eb43aa9c4df3,75559663-cdd8-4ac2-87cb-e3d85c70e3f2,1,49b9b32f-e7c3-4ecc-a73f-bd072c1a1274,2025-09-23 21:21:44.305764,2025-09-23 21:48:28.747490,2025-09-23 21:20:28.747490,shipped,17.83
d81e0e1d-bf44-4888-a219-588ebb9be700,fd7d9da5-2f5b-4c29-b339-d59572c7ae67,3,bbd42c21-e6c5-4a3c-8c42-9c693522c75d,2025-09-12 21:50:41.462541,2025-09-12 23:34:29.553082,2025-09-12 23:34:29.553082,delivered,69.2
