location_id,city_name,state_province,country,latitude,longitude
LOC-IN-00119,Vijayawada,Uttar Pradesh,India,16.804234,68.504754
LOC-IN-00120,Ulhasnagar,West Bengal,India,9.491314,72.505028
LOC-IN-00121,Agartala,Manipur,India,36.590475,76.485693
LOC-IN-00122,Kottayam,Uttarakhand,India,33.683546,74.110378
LOC-IN-00123,Medininagar,Arunachal Pradesh,India,14.319876,83.918304
LOC-IN-00124,Loni,Assam,India,19.273917,86.602216
LOC-IN-00125,Kolhapur,Sikkim,India,29.942973,80.561856
LOC-IN-00126,Aurangabad,Mizoram,India,29.218123,70.496529
LOC-IN-00127,Adoni,Rajasthan,India,8.296439,82.51156
LOC-IN-00128,Gurgaon,Kerala,India,28.826392,92.225005
LOC-IN-00129,Raichur,Tamil Nadu,India,18.601764,95.98433
LOC-IN-00130,Gandhinagar,Sikkim,India,15.123907,69.731229
LOC-IN-00131,Rewa,Goa,India,18.755356,86.390399
LOC-IN-00132,Kamarhati,Mizoram,India,24.827865,96.69238
LOC-IN-00133,Kolhapur,Madhya Pradesh,India,22.894922,83.161948
LOC-IN-00134,Tinsukia,Jharkhand,India,29.543364,93.875712
LOC-IN-00135,Indore,Karnataka,India,15.531432,87.881099
LOC-IN-00136,Nanded,Tripura,India,18.914153,96.514912
LOC-IN-00137,Guntur,Meghalaya,India,21.315516,88.240751
LOC-IN-00138,Kishanganj,Assam,India,21.926363,83.66278
LOC-IN-00139,Muzaffarpur,Meghalaya,India,21.57364,81.040672
LOC-IN-00140,Sonipat,Tripura,India,29.272704,92.345344
LOC-IN-00141,Guwahati,Karnataka,India,10.573541,83.768839
LOC-IN-00142,Morbi,Himachal Pradesh,India,23.302656,93.59552
LOC-IN-00143,Aurangabad,Telangana,India,33.124273,74.738059
LOC-IN-00144,Karimnagar,Mizoram,India,26.890349,85.297602
LOC-IN-00145,Jabalpur,Odisha,India,9.187937,95.43197
LOC-IN-00146,Junagadh,Madhya Pradesh,India,33.333099,94.637099
LOC-IN-00147,Mau,Uttarakhand,India,31.598631,89.554276
LOC-IN-00148,Jamnagar,Jharkhand,India,26.149843,80.726782
LOC-IN-00149,Thoothukudi,Jharkhand,India,19.200547,82.552538
LOC-IN-00150,Hospet,West Bengal,India,21.680162,71.866745
LOC-IN-00151,Udaipur,Uttarakhand,India,23.222338,75.255082
LOC-IN-00152,Miryalaguda,Madhya Pradesh,India,33.380651,75.773051
LOC-IN-00153,Gorakhpur,Telangana,India,12.531119,77.713633
LOC-IN-00154,Pudukkottai,Manipur,India,9.008513,71.436852
LOC-IN-00155,Dehradun,Assam,India,30.328674,74.57222
LOC-IN-00156,Khammam,Odisha,India,36.489801,93.125561
LOC-IN-00157,Arrah,Tripura,India,9.211177,81.435158
LOC-IN-00158,Hajipur,Punjab,India,14.974259,78.683053
LOC-IN-00159,Kochi,Andhra Pradesh,India,12.493556,89.278825
LOC-IN-00160,Siliguri,Odisha,India,19.404495,68.732343
LOC-IN-00161,Firozabad,Maharashtra,India,16.689549,81.703955
LOC-IN-00162,Siliguri,Rajasthan,India,30.338894,83.804723
LOC-IN-00163,New Delhi,Uttarakhand,India,31.053279,78.218364
LOC-IN-00164,Bihar Sharif,Goa,India,16.074052,77.326064
LOC-IN-00165,Erode,Nagaland,India,22.099584,75.115272
LOC-IN-00166,Chittoor,Telangana,India,33.306592,92.791044
LOC-IN-00167,Belgaum,Manipur,India,21.990194,76.923029
LOC-IN-00168,Morena,Jharkhand,India,17.79047,94.023404
LOC-IN-00169,Dewas,Kerala,India,13.666951,71.36121
LOC-IN-00170,Naihati,Haryana,India,32.077739,89.904666
LOC-IN-00171,Rewa,Tripura,India,24.558763,86.153458
LOC-IN-00172,Gwalior,Tamil Nadu,India,22.439525,87.986061
LOC-IN-00173,Malda,Jharkhand,India,34.694329,96.154068
LOC-IN-00174,Chandrapur,Uttarakhand,India,17.204496,71.988094
LOC-IN-00175,Aligarh,Himachal Pradesh,India,23.841142,68.360514
LOC-IN-00176,Ludhiana,Meghalaya,India,33.894793,78.091986
LOC-IN-00177,Ballia,Arunachal Pradesh,India,36.217879,83.235301
LOC-IN-00178,Berhampore,Tripura,India,25.526901,70.091068
LOC-IN-00179,Sambalpur,Kerala,India,36.69541,93.132715
LOC-IN-00180,Srikakulam,Himachal Pradesh,India,23.093289,74.282269
LOC-IN-00181,Nangloi Jat,Punjab,India,13.898927,78.350811
LOC-IN-00182,Bhalswa Jahangir Pur,Tamil Nadu,India,25.073292,71.809025
LOC-IN-00183,Guntakal,Jharkhand,India,34.88364,72.630981
LOC-IN-00184,Kollam,Himachal Pradesh,India,18.283831,72.977038
LOC-IN-00185,Jammu,Nagaland,India,30.956121,69.329094
LOC-IN-00186,Latur,Tripura,India,8.460456,70.794487
LOC-IN-00187,Ambala,Rajasthan,India,20.674729,70.960057
LOC-IN-00188,Ramgarh,Tripura,India,33.161633,93.6371
LOC-IN-00189,Ballia,Kerala,India,34.482962,72.388612
LOC-IN-00190,Panvel,Kerala,India,14.312521,84.124612
LOC-IN-00191,Raipur,Manipur,India,21.6055,83.433875
LOC-IN-00192,Jhansi,Himachal Pradesh,India,24.709433,96.860709
LOC-IN-00193,Udaipur,Kerala,India,30.544618,93.155261
LOC-IN-00194,Kamarhati,Sikkim,India,13.297396,85.128864
LOC-IN-00195,Pimpri-Chinchwad,Jharkhand,India,32.782852,80.077629
LOC-IN-00196,Ozhukarai,Manipur,India,9.483799,78.15984
LOC-IN-00197,Vijayawada,Kerala,India,19.788552,86.340655
LOC-IN-00198,Gopalpur,Manipur,India,22.913901,95.538981
LOC-IN-00199,Dewas,West Bengal,India,19.539123,89.508929
LOC-IN-00200,Siliguri,Assam,India,26.939435,95.186826
LOC-IN-00201,Yamunanagar,Uttarakhand,India,27.509117,72.099839
LOC-IN-00202,Chandrapur,Uttarakhand,India,10.769891,92.262172
LOC-IN-00203,Farrukhabad,Telangana,India,16.783819,87.479451
LOC-IN-00204,Gurgaon,Manipur,India,22.270373,73.999205
LOC-IN-00205,Kavali,Chhattisgarh,India,12.700706,89.594248
LOC-IN-00206,Hyderabad,Assam,India,10.641713,95.568119
LOC-IN-00207,Guwahati,Mizoram,India,25.623218,74.105462
LOC-IN-00208,Thiruvananthapuram,Telangana,India,20.149205,74.214991
LOC-IN-00209,Secunderabad,Assam,India,19.764718,94.412956
LOC-IN-00210,Dewas,Assam,India,30.824373,81.50901
LOC-IN-00211,Udaipur,Karnataka,India,19.697861,90.101922
LOC-IN-00212,Satna,Maharashtra,India,35.05017,73.598713
LOC-IN-00213,Berhampore,Telangana,India,20.956508,87.72633
LOC-IN-00214,Suryapet,Gujarat,India,27.944489,70.431333
LOC-IN-00215,Thane,Arunachal Pradesh,India,31.132756,86.236428
LOC-IN-00216,Ahmedabad,Sikkim,India,30.858623,78.125526
LOC-IN-00217,Darbhanga,Tripura,India,23.729743,89.95087
LOC-IN-00218,Jammu,Jharkhand,India,17.615418,73.319784
LOC-IN-00219,Barasat,Karnataka,India,27.17085,74.343495
LOC-IN-00220,Navi Mumbai,Tripura,India,16.296491,81.696989
LOC-IN-00221,Suryapet,Assam,India,14.732388,78.502014
LOC-IN-00222,Ambattur,Uttar Pradesh,India,21.841602,76.435659
LOC-IN-00223,Tiruvottiyur,Kerala,India,33.608527,73.024406
LOC-IN-00224,Unnao,Haryana,India,12.296789,70.649542
LOC-IN-00225,Bokaro,Assam,India,31.806092,70.66918
LOC-IN-00226,Bharatpur,Mizoram,India,31.318141,81.021387
LOC-IN-00227,Bhind,West Bengal,India,32.889492,96.997587
LOC-IN-00228,Jorhat,Arunachal Pradesh,India,14.373424,89.506856
LOC-IN-00229,Nangloi Jat,Madhya Pradesh,India,23.332296,81.497909
LOC-IN-00230,Mira-Bhayandar,Nagaland,India,21.06268,93.39187
LOC-IN-00231,Tumkur,West Bengal,India,27.956736,95.663534
LOC-IN-00232,Shahjahanpur,Arunachal Pradesh,India,12.871302,73.010849
LOC-IN-00233,Anantapuram,Haryana,India,35.104501,80.52376
LOC-IN-00234,Machilipatnam,Maharashtra,India,9.291479,78.927347
LOC-IN-00235,Ulhasnagar,Tripura,India,8.468319,85.734071
LOC-IN-00236,Sri Ganganagar,Andhra Pradesh,India,9.47473,91.933863
LOC-IN-00237,Nizamabad,Goa,India,8.646031,85.094231
LOC-IN-00238,Ambala,Nagaland,India,15.211381,92.328793
LOC-IN-00239,Shimoga,Himachal Pradesh,India,25.081707,96.417462
LOC-IN-00240,Muzaffarnagar,West Bengal,India,33.398796,94.749412
LOC-IN-00241,Gorakhpur,Tripura,India,27.512772,83.119095
LOC-IN-00242,Gandhinagar,Jharkhand,India,33.527108,90.191752
LOC-IN-00243,Faridabad,Gujarat,India,24.059604,71.671834
LOC-IN-00244,Tenali,Himachal Pradesh,India,35.478801,73.884957
LOC-IN-00245,Bhiwandi,Odisha,India,16.498404,71.185434
LOC-IN-00246,Anantapuram,Assam,India,16.972189,74.786285
LOC-IN-00247,Sambhal,Andhra Pradesh,India,12.228994,95.22625
LOC-IN-00248,Jhansi,West Bengal,India,36.577664,72.157841
LOC-IN-00249,Navi Mumbai,Sikkim,India,22.200423,91.603948
LOC-IN-00250,Adoni,Goa,India,17.802774,91.202094
LOC-IN-00251,Amritsar,West Bengal,India,11.23665,73.683903
LOC-IN-00252,Bhiwandi,Madhya Pradesh,India,28.751104,83.054925
LOC-IN-00253,Berhampur,Tripura,India,19.494887,94.624033
LOC-IN-00254,Pali,Himachal Pradesh,India,31.985305,69.739982
LOC-IN-00255,Tezpur,Punjab,India,18.005105,77.78525
LOC-IN-00256,Agra,Nagaland,India,16.874186,95.605362
LOC-IN-00257,Bhilwara,Uttarakhand,India,13.956911,82.943855
LOC-IN-00258,Panihati,Bihar,India,26.843831,70.602456
LOC-IN-00259,Kavali,Himachal Pradesh,India,16.807441,86.063854
LOC-IN-00260,Davanagere,Chhattisgarh,India,30.880187,82.713296
LOC-IN-00261,Kharagpur,Karnataka,India,26.530184,74.502437
LOC-IN-00262,Mango,Kerala,India,15.776101,76.70457
LOC-IN-00263,Siwan,Punjab,India,9.96274,68.802841
LOC-IN-00264,Hazaribagh,Tripura,India,31.286008,76.288868
LOC-IN-00265,Bhiwandi,Telangana,India,24.742283,74.749227
LOC-IN-00266,Barasat,Telangana,India,18.651125,95.363276
LOC-IN-00267,Allahabad,Arunachal Pradesh,India,36.817187,83.181097
LOC-IN-00268,Gopalpur,Assam,India,12.373419,90.37191
LOC-IN-00269,Latur,Uttarakhand,India,21.288424,76.53589
LOC-IN-00270,Korba,Telangana,India,10.862636,90.744347
LOC-IN-00271,Gandhidham,Himachal Pradesh,India,31.436923,96.458575
LOC-IN-00272,Karnal,Tamil Nadu,India,10.678556,93.265031
LOC-IN-00273,Bongaigaon,Uttar Pradesh,India,35.575791,92.172451
LOC-IN-00274,Unnao,Tripura,India,18.267036,95.802128
LOC-IN-00275,Bhalswa Jahangir Pur,Haryana,India,35.20858,72.395809
LOC-IN-00276,Bhimavaram,Telangana,India,34.396179,70.794499
LOC-IN-00277,Imphal,West Bengal,India,28.657337,78.744213
LOC-IN-00278,Giridih,Rajasthan,India,25.949656,96.922936
LOC-IN-00279,Sangli-Miraj & Kupwad,Sikkim,India,31.375975,73.091245
LOC-IN-00280,Jodhpur,Tamil Nadu,India,15.68801,83.522622
LOC-IN-00281,Bhind,Goa,India,13.655117,96.674869
LOC-IN-00282,Jalna,Punjab,India,14.580303,90.446681
LOC-IN-00283,Suryapet,Haryana,India,19.35552,88.204566
LOC-IN-00284,Gandhinagar,West Bengal,India,35.331681,83.674298
LOC-IN-00285,Unnao,Rajasthan,India,13.703531,91.371092
LOC-IN-00286,Machilipatnam,Nagaland,India,25.255271,69.549276
LOC-IN-00287,Ujjain,Arunachal Pradesh,India,22.938316,87.433549
LOC-IN-00288,Berhampur,Kerala,India,21.391084,92.708629
LOC-IN-00289,Deoghar,Maharashtra,India,15.313735,92.50242
LOC-IN-00290,Deoghar,Jharkhand,India,9.056963,77.665412
LOC-IN-00291,Amaravati,Punjab,India,17.645967,90.74631
LOC-IN-00292,Vijayanagaram,Gujarat,India,27.069207,95.532959
LOC-IN-00293,Parbhani,Odisha,India,27.296437,77.440899
LOC-IN-00294,Vijayawada,Punjab,India,22.029403,92.069769
LOC-IN-00295,Jamnagar,Jharkhand,India,23.268846,94.91313
LOC-IN-00296,Tadipatri,Goa,India,26.952748,81.128415
LOC-IN-00297,Bharatpur,Assam,India,15.73399,68.159672
LOC-IN-00298,Anantapuram,Madhya Pradesh,India,16.963033,90.793764
LOC-IN-00299,Giridih,Arunachal Pradesh,India,31.995839,75.780128
LOC-IN-00300,Pallavaram,Jharkhand,India,9.883936,85.436859
LOC-IN-00301,Gudivada,Andhra Pradesh,India,15.150929,76.969269
LOC-IN-00302,Coimbatore,Kerala,India,19.754244,77.168303
LOC-IN-00303,Hospet,Odisha,India,10.79871,69.010298
LOC-IN-00304,Jehanabad,Kerala,India,25.729647,80.962445
LOC-IN-00305,Jodhpur,Rajasthan,India,18.11742,83.478151
LOC-IN-00306,Farrukhabad,Goa,India,22.398396,70.235785
LOC-IN-00307,Sasaram,West Bengal,India,13.610854,79.392362
LOC-IN-00308,Asansol,Nagaland,India,11.329016,74.819736
LOC-IN-00309,Moradabad,Bihar,India,14.12699,85.245547
LOC-IN-00310,Uluberia,Uttarakhand,India,34.185987,73.344866
LOC-IN-00311,Bokaro,Tripura,India,26.813539,84.260804
LOC-IN-00312,Kurnool,Manipur,India,13.027568,94.618454
LOC-IN-00313,South Dumdum,Telangana,India,32.963733,78.853367
LOC-IN-00314,Latur,Arunachal Pradesh,India,26.719619,87.00427
LOC-IN-00315,Patiala,Tamil Nadu,India,17.114842,68.841759
LOC-IN-00316,Latur,Haryana,India,24.37296,82.29874
LOC-IN-00317,Tadipatri,Tamil Nadu,India,32.360527,78.741191
LOC-IN-00318,Madurai,Goa,India,23.412212,73.141708
LOC-IN-00319,Nellore,Uttarakhand,India,24.19713,95.096208
LOC-IN-00320,Khandwa,Telangana,India,35.656636,70.542398
LOC-IN-00321,Bhatpara,Punjab,India,28.326639,82.60113
LOC-IN-00322,Ongole,Goa,India,8.929912,90.325468
LOC-IN-00323,Khammam,Sikkim,India,29.651099,93.698786
LOC-IN-00324,Ranchi,Nagaland,India,25.5295,96.067728
LOC-IN-00325,Dehri,Punjab,India,25.690355,92.714302
LOC-IN-00326,Gopalpur,Rajasthan,India,28.129973,90.608985
LOC-IN-00327,Chandigarh,Meghalaya,India,28.70161,87.003133
LOC-IN-00328,Aurangabad,Tamil Nadu,India,36.54978,92.175262
LOC-IN-00329,Imphal,Telangana,India,11.4064,83.987748
LOC-IN-00330,Saharsa,Arunachal Pradesh,India,21.235725,81.894061
LOC-IN-00331,Bilaspur,Tripura,India,10.116122,90.317402
LOC-IN-00332,Jamalpur,Nagaland,India,12.170955,73.076356
LOC-IN-00333,Sangli-Miraj & Kupwad,Manipur,India,15.954977,79.640318
LOC-IN-00334,Deoghar,Odisha,India,30.295524,94.037912
LOC-IN-00335,Chinsurah,Assam,India,17.643851,95.689295
LOC-IN-00336,Vijayawada,Himachal Pradesh,India,33.337715,89.145723
LOC-IN-00337,Kishanganj,Telangana,India,36.936791,93.553067
LOC-IN-00338,Bally,Meghalaya,India,16.229342,84.632157
LOC-IN-00339,Bangalore,Nagaland,India,16.276027,72.097675
LOC-IN-00340,Unnao,Telangana,India,19.812121,95.772154
LOC-IN-00341,Phusro,Kerala,India,22.690941,96.739558
LOC-IN-00342,Madanapalle,Andhra Pradesh,India,10.211904,80.453575
LOC-IN-00343,Thrissur,Mizoram,India,22.331152,71.404263
LOC-IN-00344,Bhusawal,Jharkhand,India,22.995236,74.268089
LOC-IN-00345,Bidhannagar,Andhra Pradesh,India,9.66705,93.365284
LOC-IN-00346,Udupi,Himachal Pradesh,India,18.668102,89.906685
LOC-IN-00347,Hazaribagh,Punjab,India,13.402689,89.718501
LOC-IN-00348,Hajipur,Gujarat,India,25.438511,85.68714
LOC-IN-00349,Orai,Madhya Pradesh,India,24.428261,85.29462
LOC-IN-00350,Haldia,Punjab,India,36.399707,96.001605
LOC-IN-00351,Maheshtala,Manipur,India,26.727038,73.581546
LOC-IN-00352,Delhi,Uttar Pradesh,India,28.554981,75.052975
LOC-IN-00353,Jamshedpur,Manipur,India,17.132785,79.631581
LOC-IN-00354,Vadodara,Nagaland,India,23.843949,70.088119
LOC-IN-00355,Kakinada,Gujarat,India,9.892648,75.429235
LOC-IN-00356,Haldia,Mizoram,India,28.881678,91.928446
LOC-IN-00357,Bhavnagar,Uttarakhand,India,18.64707,86.82935
LOC-IN-00358,Purnia,Tamil Nadu,India,30.719915,78.31688
LOC-IN-00359,Mira-Bhayandar,Uttar Pradesh,India,17.362201,74.777816
LOC-IN-00360,Hospet,Haryana,India,28.643813,72.503217
LOC-IN-00361,Gorakhpur,Chhattisgarh,India,27.962155,87.87559
LOC-IN-00362,Ambattur,Assam,India,17.062784,89.044458
LOC-IN-00363,Kamarhati,Nagaland,India,12.03499,91.157562
LOC-IN-00364,Tirupati,Odisha,India,35.750492,93.287957
LOC-IN-00365,Saharanpur,Chhattisgarh,India,21.015443,69.999823
LOC-IN-00366,Saharsa,Rajasthan,India,30.519806,92.063858
LOC-IN-00367,Ratlam,Andhra Pradesh,India,15.069458,68.395115
LOC-IN-00368,Bhiwani,Andhra Pradesh,India,27.509597,81.011063
LOC-IN-00369,Dewas,Haryana,India,16.932668,78.064327
LOC-IN-00370,Bhavnagar,Assam,India,12.844522,87.034924
LOC-IN-00371,Miryalaguda,Maharashtra,India,33.086055,79.954366
LOC-IN-00372,Bathinda,Andhra Pradesh,India,9.963516,73.62956
LOC-IN-00373,Baranagar,Punjab,India,13.749714,85.546952
LOC-IN-00374,Gudivada,Tamil Nadu,India,35.158604,83.760274
LOC-IN-00375,Ajmer,Haryana,India,25.214308,83.092172
LOC-IN-00376,Bhusawal,Assam,India,36.827778,80.924894
LOC-IN-00377,Barasat,Kerala,India,29.750225,84.085416
LOC-IN-00378,Eluru,Uttarakhand,India,21.699527,68.442833
LOC-IN-00379,Bijapur,Telangana,India,35.858709,88.844797
LOC-IN-00380,Khammam,Arunachal Pradesh,India,23.643217,90.866985
LOC-IN-00381,Shahjahanpur,Tamil Nadu,India,25.666844,78.196786
LOC-IN-00382,Noida,Arunachal Pradesh,India,16.505275,96.49192
LOC-IN-00383,Tirunelveli,Madhya Pradesh,India,28.362515,89.073483
LOC-IN-00384,Panvel,Andhra Pradesh,India,27.309336,72.511141
LOC-IN-00385,Adoni,Kerala,India,34.702562,88.006569
LOC-IN-00386,Jaunpur,West Bengal,India,24.02138,96.771185
LOC-IN-00387,Pallavaram,Tamil Nadu,India,30.722075,79.772065
LOC-IN-00388,Giridih,Jharkhand,India,9.179014,85.132176
LOC-IN-00389,North Dumdum,West Bengal,India,19.513004,76.488253
LOC-IN-00390,Chittoor,Mizoram,India,15.492883,75.92305
LOC-IN-00391,Saharanpur,Chhattisgarh,India,27.591208,73.265504
LOC-IN-00392,Raebareli,Tamil Nadu,India,25.482835,94.124989
LOC-IN-00393,Karaikudi,Chhattisgarh,India,27.78674,70.511909
LOC-IN-00394,Bardhaman,Haryana,India,16.22313,88.021322
LOC-IN-00395,Kishanganj,Maharashtra,India,18.287647,90.152336
LOC-IN-00396,Jalgaon,Sikkim,India,29.335149,91.831485
LOC-IN-00397,Nizamabad,Tamil Nadu,India,22.458633,74.144623
