city_name,state_province,country,latitude,longitude,timezone
Avadi,Gujarat,India,32.691109,93.019522,Asia/Kolkata
Fatehpur,Karnataka,India,15.160871,71.208145,Asia/Kolkata
Bathinda,Assam,India,36.373683,69.105919,Asia/Kolkata
Mau,Arunachal Pradesh,India,13.5458,73.493882,Asia/Kolkata
Vasai-Virar,Haryana,India,13.886435,91.805674,Asia/Kolkata
Chinsurah,Tamil Nadu,India,31.446595,81.848287,Asia/Kolkata
Kamarhati,Meghalaya,India,11.983411,85.545534,Asia/Kolkata
Hospet,Maharashtra,India,13.552815,69.667472,Asia/Kolkata
Jammu,Chhattisgarh,India,12.572074,92.718818,Asia/Kolkata
Kottayam,Assam,India,31.596053,89.989931,Asia/Kolkata
Bulandshahr,Kerala,India,35.471198,86.982768,Asia/Kolkata
North Dumdum,Gujarat,India,13.200873,77.611862,Asia/Kolkata
Agra,Nagaland,India,34.946062,83.637611,Asia/Kolkata
Coimbatore,Rajasthan,India,31.009259,91.551124,Asia/Kolkata
Patna,Bihar,India,15.159319,71.99383,Asia/Kolkata
Chittoor,Uttarakhand,India,15.457589,78.532253,Asia/Kolkata
Gorakhpur,Punjab,India,28.748184,78.501211,Asia/Kolkata
Jamshedpur,Goa,India,33.748489,71.225535,Asia/Kolkata
Kozhikode,Andhra Pradesh,India,31.084608,74.297702,Asia/Kolkata
Anantapuram,West Bengal,India,36.629667,76.607252,Asia/Kolkata
Tumkur,Goa,India,36.939044,71.532282,Asia/Kolkata
Ujjain,Bihar,India,11.576663,72.306386,Asia/Kolkata
Serampore,Telangana,India,8.81557,79.393187,Asia/Kolkata
Rewa,Sikkim,India,12.59461,79.025106,Asia/Kolkata
Vadodara,Gujarat,India,14.449756,87.620046,Asia/Kolkata
Patiala,Bihar,India,13.123971,88.334706,Asia/Kolkata
Vijayawada,Uttar Pradesh,India,16.804234,68.504754,Asia/Kolkata
Ulhasnagar,West Bengal,India,9.491314,72.505028,Asia/Kolkata
Agartala,Manipur,India,36.590475,76.485693,Asia/Kolkata
Kottayam,Uttarakhand,India,33.683546,74.110378,Asia/Kolkata
Medininagar,Arunachal Pradesh,India,14.319876,83.918304,Asia/Kolkata
Loni,Assam,India,19.273917,86.602216,Asia/Kolkata
Kolhapur,Sikkim,India,29.942973,80.561856,Asia/Kolkata
Aurangabad,Mizoram,India,29.218123,70.496529,Asia/Kolkata
Adoni,Rajasthan,India,8.296439,82.51156,Asia/Kolkata
Gurgaon,Kerala,India,28.826392,92.225005,Asia/Kolkata
Raichur,Tamil Nadu,India,18.601764,95.98433,Asia/Kolkata
Gandhinagar,Sikkim,India,15.123907,69.731229,Asia/Kolkata
Rewa,Goa,India,18.755356,86.390399,Asia/Kolkata
Kamarhati,Mizoram,India,24.827865,96.69238,Asia/Kolkata
Kolhapur,Madhya Pradesh,India,22.894922,83.161948,Asia/Kolkata
Tinsukia,Jharkhand,India,29.543364,93.875712,Asia/Kolkata
Indore,Karnataka,India,15.531432,87.881099,Asia/Kolkata
Nanded,Tripura,India,18.914153,96.514912,Asia/Kolkata
Guntur,Meghalaya,India,21.315516,88.240751,Asia/Kolkata
Kishanganj,Assam,India,21.926363,83.66278,Asia/Kolkata
Muzaffarpur,Meghalaya,India,21.57364,81.040672,Asia/Kolkata
Sonipat,Tripura,India,29.272704,92.345344,Asia/Kolkata
Guwahati,Karnataka,India,10.573541,83.768839,Asia/Kolkata
Morbi,Himachal Pradesh,India,23.302656,93.59552,Asia/Kolkata
Aurangabad,Telangana,India,33.124273,74.738059,Asia/Kolkata
Karimnagar,Mizoram,India,26.890349,85.297602,Asia/Kolkata
Jabalpur,Odisha,India,9.187937,95.43197,Asia/Kolkata
Junagadh,Madhya Pradesh,India,33.333099,94.637099,Asia/Kolkata
Mau,Uttarakhand,India,31.598631,89.554276,Asia/Kolkata
Jamnagar,Jharkhand,India,26.149843,80.726782,Asia/Kolkata
Thoothukudi,Jharkhand,India,19.200547,82.552538,Asia/Kolkata
Hospet,West Bengal,India,21.680162,71.866745,Asia/Kolkata
Udaipur,Uttarakhand,India,23.222338,75.255082,Asia/Kolkata
Miryalaguda,Madhya Pradesh,India,33.380651,75.773051,Asia/Kolkata
Gorakhpur,Telangana,India,12.531119,77.713633,Asia/Kolkata
Pudukkottai,Manipur,India,9.008513,71.436852,Asia/Kolkata
Dehradun,Assam,India,30.328674,74.57222,Asia/Kolkata
Khammam,Odisha,India,36.489801,93.125561,Asia/Kolkata
Arrah,Tripura,India,9.211177,81.435158,Asia/Kolkata
Hajipur,Punjab,India,14.974259,78.683053,Asia/Kolkata
Kochi,Andhra Pradesh,India,12.493556,89.278825,Asia/Kolkata
Siliguri,Odisha,India,19.404495,68.732343,Asia/Kolkata
Firozabad,Maharashtra,India,16.689549,81.703955,Asia/Kolkata
Siliguri,Rajasthan,India,30.338894,83.804723,Asia/Kolkata
New Delhi,Uttarakhand,India,31.053279,78.218364,Asia/Kolkata
Bihar Sharif,Goa,India,16.074052,77.326064,Asia/Kolkata
Chittoor,Telangana,India,33.306592,92.791044,Asia/Kolkata
Belgaum,Manipur,India,21.990194,76.923029,Asia/Kolkata
Morena,Jharkhand,India,17.79047,94.023404,Asia/Kolkata
Dewas,Kerala,India,13.666951,71.36121,Asia/Kolkata
Naihati,Haryana,India,32.077739,89.904666,Asia/Kolkata
Gwalior,Tamil Nadu,India,22.439525,87.986061,Asia/Kolkata
Malda,Jharkhand,India,34.694329,96.154068,Asia/Kolkata
Chandrapur,Uttarakhand,India,17.204496,71.988094,Asia/Kolkata
Aligarh,Himachal Pradesh,India,23.841142,68.360514,Asia/Kolkata
Ludhiana,Meghalaya,India,33.894793,78.091986,Asia/Kolkata
Ballia,Arunachal Pradesh,India,36.217879,83.235301,Asia/Kolkata
Berhampore,Tripura,India,25.526901,70.091068,Asia/Kolkata
Sambalpur,Kerala,India,36.69541,93.132715,Asia/Kolkata
Srikakulam,Himachal Pradesh,India,23.093289,74.282269,Asia/Kolkata
Nangloi Jat,Punjab,India,13.898927,78.350811,Asia/Kolkata
Bhalswa Jahangir Pur,Tamil Nadu,India,25.073292,71.809025,Asia/Kolkata
Guntakal,Jharkhand,India,34.88364,72.630981,Asia/Kolkata
Kollam,Himachal Pradesh,India,18.283831,72.977038,Asia/Kolkata
Jammu,Nagaland,India,30.956121,69.329094,Asia/Kolkata
Latur,Tripura,India,8.460456,70.794487,Asia/Kolkata
Ambala,Rajasthan,India,20.674729,70.960057,Asia/Kolkata
Ballia,Kerala,India,34.482962,72.388612,Asia/Kolkata
Panvel,Kerala,India,14.312521,84.124612,Asia/Kolkata
Raipur,Manipur,India,21.6055,83.433875,Asia/Kolkata
Jhansi,Himachal Pradesh,India,24.709433,96.860709,Asia/Kolkata
Udaipur,Kerala,India,30.544618,93.155261,Asia/Kolkata
Kamarhati,Sikkim,India,13.297396,85.128864,Asia/Kolkata
Pimpri-Chinchwad,Jharkhand,India,32.782852,80.077629,Asia/Kolkata
Ozhukarai,Manipur,India,9.483799,78.15984,Asia/Kolkata
Vijayawada,Kerala,India,19.788552,86.340655,Asia/Kolkata
Gopalpur,Manipur,India,22.913901,95.538981,Asia/Kolkata
Dewas,West Bengal,India,19.539123,89.508929,Asia/Kolkata
Siliguri,Assam,India,26.939435,95.186826,Asia/Kolkata
Yamunanagar,Uttarakhand,India,27.509117,72.099839,Asia/Kolkata
Farrukhabad,Telangana,India,16.783819,87.479451,Asia/Kolkata
Gurgaon,Manipur,India,22.270373,73.999205,Asia/Kolkata
Kavali,Chhattisgarh,India,12.700706,89.594248,Asia/Kolkata
Hyderabad,Assam,India,10.641713,95.568119,Asia/Kolkata
Guwahati,Mizoram,India,25.623218,74.105462,Asia/Kolkata
Thiruvananthapuram,Telangana,India,20.149205,74.214991,Asia/Kolkata
Secunderabad,Assam,India,19.764718,94.412956,Asia/Kolkata
Dewas,Assam,India,30.824373,81.50901,Asia/Kolkata
Satna,Maharashtra,India,35.05017,73.598713,Asia/Kolkata
Berhampore,Telangana,India,20.956508,87.72633,Asia/Kolkata
Suryapet,Gujarat,India,27.944489,70.431333,Asia/Kolkata
Thane,Arunachal Pradesh,India,31.132756,86.236428,Asia/Kolkata
Ahmedabad,Sikkim,India,30.858623,78.125526,Asia/Kolkata
Darbhanga,Tripura,India,23.729743,89.95087,Asia/Kolkata
Jammu,Jharkhand,India,17.615418,73.319784,Asia/Kolkata
Barasat,Karnataka,India,27.17085,74.343495,Asia/Kolkata
Navi Mumbai,Tripura,India,16.296491,81.696989,Asia/Kolkata
Suryapet,Assam,India,14.732388,78.502014,Asia/Kolkata
Ambattur,Uttar Pradesh,India,21.841602,76.435659,Asia/Kolkata
Tiruvottiyur,Kerala,India,33.608527,73.024406,Asia/Kolkata
Unnao,Haryana,India,12.296789,70.649542,Asia/Kolkata
Bokaro,Assam,India,31.806092,70.66918,Asia/Kolkata
Bharatpur,Mizoram,India,31.318141,81.021387,Asia/Kolkata
Bhind,West Bengal,India,32.889492,96.997587,Asia/Kolkata
Jorhat,Arunachal Pradesh,India,14.373424,89.506856,Asia/Kolkata
Nangloi Jat,Madhya Pradesh,India,23.332296,81.497909,Asia/Kolkata
Mira-Bhayandar,Nagaland,India,21.06268,93.39187,Asia/Kolkata
Tumkur,West Bengal,India,27.956736,95.663534,Asia/Kolkata
Shahjahanpur,Arunachal Pradesh,India,12.871302,73.010849,Asia/Kolkata
Anantapuram,Haryana,India,35.104501,80.52376,Asia/Kolkata
Machilipatnam,Maharashtra,India,9.291479,78.927347,Asia/Kolkata
Ulhasnagar,Tripura,India,8.468319,85.734071,Asia/Kolkata
Sri Ganganagar,Andhra Pradesh,India,9.47473,91.933863,Asia/Kolkata
Nizamabad,Goa,India,8.646031,85.094231,Asia/Kolkata
Ambala,Nagaland,India,15.211381,92.328793,Asia/Kolkata
Shimoga,Himachal Pradesh,India,25.081707,96.417462,Asia/Kolkata
Muzaffarnagar,West Bengal,India,33.398796,94.749412,Asia/Kolkata
Gorakhpur,Tripura,India,27.512772,83.119095,Asia/Kolkata
Gandhinagar,Jharkhand,India,33.527108,90.191752,Asia/Kolkata
Faridabad,Gujarat,India,24.059604,71.671834,Asia/Kolkata
Tenali,Himachal Pradesh,India,35.478801,73.884957,Asia/Kolkata
Bhiwandi,Odisha,India,16.498404,71.185434,Asia/Kolkata
Anantapuram,Assam,India,16.972189,74.786285,Asia/Kolkata
Sambhal,Andhra Pradesh,India,12.228994,95.22625,Asia/Kolkata
Jhansi,West Bengal,India,36.577664,72.157841,Asia/Kolkata
Navi Mumbai,Sikkim,India,22.200423,91.603948,Asia/Kolkata
Adoni,Goa,India,17.802774,91.202094,Asia/Kolkata
Amritsar,West Bengal,India,11.23665,73.683903,Asia/Kolkata
Bhiwandi,Madhya Pradesh,India,28.751104,83.054925,Asia/Kolkata
Berhampur,Tripura,India,19.494887,94.624033,Asia/Kolkata
Pali,Himachal Pradesh,India,31.985305,69.739982,Asia/Kolkata
Tezpur,Punjab,India,18.005105,77.78525,Asia/Kolkata
Bhilwara,Uttarakhand,India,13.956911,82.943855,Asia/Kolkata
Panihati,Bihar,India,26.843831,70.602456,Asia/Kolkata
Kavali,Himachal Pradesh,India,16.807441,86.063854,Asia/Kolkata
Davanagere,Chhattisgarh,India,30.880187,82.713296,Asia/Kolkata
Kharagpur,Karnataka,India,26.530184,74.502437,Asia/Kolkata
Mango,Kerala,India,15.776101,76.70457,Asia/Kolkata
Siwan,Punjab,India,9.96274,68.802841,Asia/Kolkata
Hazaribagh,Tripura,India,31.286008,76.288868,Asia/Kolkata
Bhiwandi,Telangana,India,24.742283,74.749227,Asia/Kolkata
Barasat,Telangana,India,18.651125,95.363276,Asia/Kolkata
Allahabad,Arunachal Pradesh,India,36.817187,83.181097,Asia/Kolkata
Gopalpur,Assam,India,12.373419,90.37191,Asia/Kolkata
Latur,Uttarakhand,India,21.288424,76.53589,Asia/Kolkata
Korba,Telangana,India,10.862636,90.744347,Asia/Kolkata
Gandhidham,Himachal Pradesh,India,31.436923,96.458575,Asia/Kolkata
Karnal,Tamil Nadu,India,10.678556,93.265031,Asia/Kolkata
Bongaigaon,Uttar Pradesh,India,35.575791,92.172451,Asia/Kolkata
Unnao,Tripura,India,18.267036,95.802128,Asia/Kolkata
Bhalswa Jahangir Pur,Haryana,India,35.20858,72.395809,Asia/Kolkata
Bhimavaram,Telangana,India,34.396179,70.794499,Asia/Kolkata
Imphal,West Bengal,India,28.657337,78.744213,Asia/Kolkata
Giridih,Rajasthan,India,25.949656,96.922936,Asia/Kolkata
Sangli-Miraj & Kupwad,Sikkim,India,31.375975,73.091245,Asia/Kolkata
Jodhpur,Tamil Nadu,India,15.68801,83.522622,Asia/Kolkata
Bhind,Goa,India,13.655117,96.674869,Asia/Kolkata
Jalna,Punjab,India,14.580303,90.446681,Asia/Kolkata
Suryapet,Haryana,India,19.35552,88.204566,Asia/Kolkata
Gandhinagar,West Bengal,India,35.331681,83.674298,Asia/Kolkata
Unnao,Rajasthan,India,13.703531,91.371092,Asia/Kolkata
Machilipatnam,Nagaland,India,25.255271,69.549276,Asia/Kolkata
Ujjain,Arunachal Pradesh,India,22.938316,87.433549,Asia/Kolkata
Berhampur,Kerala,India,21.391084,92.708629,Asia/Kolkata
Deoghar,Maharashtra,India,15.313735,92.50242,Asia/Kolkata
Deoghar,Jharkhand,India,9.056963,77.665412,Asia/Kolkata
Vijayanagaram,Gujarat,India,27.069207,95.532959,Asia/Kolkata
Parbhani,Odisha,India,27.296437,77.440899,Asia/Kolkata
Vijayawada,Punjab,India,22.029403,92.069769,Asia/Kolkata
Tadipatri,Goa,India,26.952748,81.128415,Asia/Kolkata
Bharatpur,Assam,India,15.73399,68.159672,Asia/Kolkata
Anantapuram,Madhya Pradesh,India,16.963033,90.793764,Asia/Kolkata
Giridih,Arunachal Pradesh,India,31.995839,75.780128,Asia/Kolkata
Pallavaram,Jharkhand,India,9.883936,85.436859,Asia/Kolkata
Gudivada,Andhra Pradesh,India,15.150929,76.969269,Asia/Kolkata
Coimbatore,Kerala,India,19.754244,77.168303,Asia/Kolkata
Hospet,Odisha,India,10.79871,69.010298,Asia/Kolkata
Jehanabad,Kerala,India,25.729647,80.962445,Asia/Kolkata
Jodhpur,Rajasthan,India,18.11742,83.478151,Asia/Kolkata
Farrukhabad,Goa,India,22.398396,70.235785,Asia/Kolkata
Sasaram,West Bengal,India,13.610854,79.392362,Asia/Kolkata
Asansol,Nagaland,India,11.329016,74.819736,Asia/Kolkata
Moradabad,Bihar,India,14.12699,85.245547,Asia/Kolkata
Uluberia,Uttarakhand,India,34.185987,73.344866,Asia/Kolkata
Bokaro,Tripura,India,26.813539,84.260804,Asia/Kolkata
Kurnool,Manipur,India,13.027568,94.618454,Asia/Kolkata
South Dumdum,Telangana,India,32.963733,78.853367,Asia/Kolkata
Latur,Arunachal Pradesh,India,26.719619,87.00427,Asia/Kolkata
Patiala,Tamil Nadu,India,17.114842,68.841759,Asia/Kolkata
Latur,Haryana,India,24.37296,82.29874,Asia/Kolkata
Tadipatri,Tamil Nadu,India,32.360527,78.741191,Asia/Kolkata
Madurai,Goa,India,23.412212,73.141708,Asia/Kolkata
Nellore,Uttarakhand,India,24.19713,95.096208,Asia/Kolkata
Khandwa,Telangana,India,35.656636,70.542398,Asia/Kolkata
Bhatpara,Punjab,India,28.326639,82.60113,Asia/Kolkata
Ongole,Goa,India,8.929912,90.325468,Asia/Kolkata
Khammam,Sikkim,India,29.651099,93.698786,Asia/Kolkata
Ranchi,Nagaland,India,25.5295,96.067728,Asia/Kolkata
Dehri,Punjab,India,25.690355,92.714302,Asia/Kolkata
Gopalpur,Rajasthan,India,28.129973,90.608985,Asia/Kolkata
Chandigarh,Meghalaya,India,28.70161,87.003133,Asia/Kolkata
Aurangabad,Tamil Nadu,India,36.54978,92.175262,Asia/Kolkata
Imphal,Telangana,India,11.4064,83.987748,Asia/Kolkata
Saharsa,Arunachal Pradesh,India,21.235725,81.894061,Asia/Kolkata
Bilaspur,Tripura,India,10.116122,90.317402,Asia/Kolkata
Jamalpur,Nagaland,India,12.170955,73.076356,Asia/Kolkata
Sangli-Miraj & Kupwad,Manipur,India,15.954977,79.640318,Asia/Kolkata
Deoghar,Odisha,India,30.295524,94.037912,Asia/Kolkata
Chinsurah,Assam,India,17.643851,95.689295,Asia/Kolkata
Vijayawada,Himachal Pradesh,India,33.337715,89.145723,Asia/Kolkata
Kishanganj,Telangana,India,36.936791,93.553067,Asia/Kolkata
Bally,Meghalaya,India,16.229342,84.632157,Asia/Kolkata
Bangalore,Nagaland,India,16.276027,72.097675,Asia/Kolkata
Unnao,Telangana,India,19.812121,95.772154,Asia/Kolkata
Phusro,Kerala,India,22.690941,96.739558,Asia/Kolkata
Madanapalle,Andhra Pradesh,India,10.211904,80.453575,Asia/Kolkata
Thrissur,Mizoram,India,22.331152,71.404263,Asia/Kolkata
Bhusawal,Jharkhand,India,22.995236,74.268089,Asia/Kolkata
Bidhannagar,Andhra Pradesh,India,9.66705,93.365284,Asia/Kolkata
Udupi,Himachal Pradesh,India,18.668102,89.906685,Asia/Kolkata
Hazaribagh,Punjab,India,13.402689,89.718501,Asia/Kolkata
Hajipur,Gujarat,India,25.438511,85.68714,Asia/Kolkata
Orai,Madhya Pradesh,India,24.428261,85.29462,Asia/Kolkata
Haldia,Punjab,India,36.399707,96.001605,Asia/Kolkata
Maheshtala,Manipur,India,26.727038,73.581546,Asia/Kolkata
Delhi,Uttar Pradesh,India,28.554981,75.052975,Asia/Kolkata
Jamshedpur,Manipur,India,17.132785,79.631581,Asia/Kolkata
Vadodara,Nagaland,India,23.843949,70.088119,Asia/Kolkata
Kakinada,Gujarat,India,9.892648,75.429235,Asia/Kolkata
Haldia,Mizoram,India,28.881678,91.928446,Asia/Kolkata
Bhavnagar,Uttarakhand,India,18.64707,86.82935,Asia/Kolkata
Purnia,Tamil Nadu,India,30.719915,78.31688,Asia/Kolkata
Mira-Bhayandar,Uttar Pradesh,India,17.362201,74.777816,Asia/Kolkata
Hospet,Haryana,India,28.643813,72.503217,Asia/Kolkata
Gorakhpur,Chhattisgarh,India,27.962155,87.87559,Asia/Kolkata
Ambattur,Assam,India,17.062784,89.044458,Asia/Kolkata
Kamarhati,Nagaland,India,12.03499,91.157562,Asia/Kolkata
Tirupati,Odisha,India,35.750492,93.287957,Asia/Kolkata
Saharanpur,Chhattisgarh,India,21.015443,69.999823,Asia/Kolkata
Saharsa,Rajasthan,India,30.519806,92.063858,Asia/Kolkata
Ratlam,Andhra Pradesh,India,15.069458,68.395115,Asia/Kolkata
Bhiwani,Andhra Pradesh,India,27.509597,81.011063,Asia/Kolkata
Dewas,Haryana,India,16.932668,78.064327,Asia/Kolkata
Bhavnagar,Assam,India,12.844522,87.034924,Asia/Kolkata
Miryalaguda,Maharashtra,India,33.086055,79.954366,Asia/Kolkata
Bathinda,Andhra Pradesh,India,9.963516,73.62956,Asia/Kolkata
Baranagar,Punjab,India,13.749714,85.546952,Asia/Kolkata
Gudivada,Tamil Nadu,India,35.158604,83.760274,Asia/Kolkata
Ajmer,Haryana,India,25.214308,83.092172,Asia/Kolkata
Bhusawal,Assam,India,36.827778,80.924894,Asia/Kolkata
Barasat,Kerala,India,29.750225,84.085416,Asia/Kolkata
Eluru,Uttarakhand,India,21.699527,68.442833,Asia/Kolkata
Bijapur,Telangana,India,35.858709,88.844797,Asia/Kolkata
Khammam,Arunachal Pradesh,India,23.643217,90.866985,Asia/Kolkata
Shahjahanpur,Tamil Nadu,India,25.666844,78.196786,Asia/Kolkata
Noida,Arunachal Pradesh,India,16.505275,96.49192,Asia/Kolkata
Tirunelveli,Madhya Pradesh,India,28.362515,89.073483,Asia/Kolkata
Panvel,Andhra Pradesh,India,27.309336,72.511141,Asia/Kolkata
Adoni,Kerala,India,34.702562,88.006569,Asia/Kolkata
Jaunpur,West Bengal,India,24.02138,96.771185,Asia/Kolkata
Pallavaram,Tamil Nadu,India,30.722075,79.772065,Asia/Kolkata
Giridih,Jharkhand,India,9.179014,85.132176,Asia/Kolkata
North Dumdum,West Bengal,India,19.513004,76.488253,Asia/Kolkata
Chittoor,Mizoram,India,15.492883,75.92305,Asia/Kolkata
Raebareli,Tamil Nadu,India,25.482835,94.124989,Asia/Kolkata
Karaikudi,Chhattisgarh,India,27.78674,70.511909,Asia/Kolkata
Bardhaman,Haryana,India,16.22313,88.021322,Asia/Kolkata
Kishanganj,Maharashtra,India,18.287647,90.152336,Asia/Kolkata
Jalgaon,Sikkim,India,29.335149,91.831485,Asia/Kolkata
Nizamabad,Tamil Nadu,India,22.458633,74.144623,Asia/Kolkata
Madanapalle,Mizoram,India,9.463507,95.406641,Asia/Kolkata
Tadepalligudem,Assam,India,8.295462,70.410305,Asia/Kolkata
Vadodara,Himachal Pradesh,India,9.175586,94.909268,Asia/Kolkata
Panihati,Punjab,India,22.464767,75.299561,Asia/Kolkata
Raipur,Meghalaya,India,23.04192,90.933686,Asia/Kolkata
Gwalior,Rajasthan,India,13.146274,81.277122,Asia/Kolkata
Srikakulam,Tripura,India,20.086363,70.242793,Asia/Kolkata
Yamunanagar,Karnataka,India,27.711362,93.234152,Asia/Kolkata
Lucknow,Odisha,India,27.88949,89.942678,Asia/Kolkata
